No.     Time           Source                Destination           Protocol Length Info
   1896 152.280443992  172.18.132.158        172.18.133.182        UDP      42     64874 → 42 Len=0
   1905 153.285100160  172.18.132.158        172.18.133.182        UDP      42     64873 → 121 Len=0
   1909 154.290754822  172.18.132.158        172.18.133.182        UDP      42     64874 → 121 Len=0
   1914 155.294697431  172.18.132.158        172.18.133.182        UDP      42     64873 → 1 Len=0
   1921 156.299050217  172.18.132.158        172.18.133.182        UDP      42     64873 → 138 Len=0
   1927 157.304276151  172.18.132.158        172.18.133.182        UDP      42     64873 → 39 Len=0
   1931 158.309532033  172.18.132.158        172.18.133.182        UDP      42     64896 → 8 Len=0
   1939 159.313589271  172.18.132.158        172.18.133.182        UDP      42     64874 → 39 Len=0
   1943 160.316997415  172.18.132.158        172.18.133.182        UDP      42     64875 → 39 Len=0
   1953 161.322386823  172.18.132.158        172.18.133.182        UDP      42     64873 → 24 Len=0
   1960 162.326161019  172.18.132.158        172.18.133.182        NBNS     92     Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>
   2024 163.330346336  172.18.132.158        172.18.133.182        UDP      42     64873 → 134 Len=0
   2082 164.334168589  172.18.132.158        172.18.133.182        UDP      42     64873 → 141 Len=0
   2150 165.338163544  172.18.132.158        172.18.133.182        UDP      42     64873 → 117 Len=0
   2161 166.343350653  172.18.132.158        172.18.133.182        UDP      42     64874 → 117 Len=0
   2173 167.348604421  172.18.132.158        172.18.133.182        UDP      42     64873 → 105 Len=0
   2191 168.352617343  172.18.132.158        172.18.133.182        UDP      42     64873 → 88 Len=0
   2199 169.357697432  172.18.132.158        172.18.133.182        UDP      42     64873 → 148 Len=0
   2208 170.362226071  172.18.132.158        172.18.133.182        UDP      42     64873 → 47 Len=0
   2219 171.364704195  172.18.132.158        172.18.133.182        UDP      42     64873 → 139 Len=0
   2226 172.364970818  172.18.132.158        172.18.133.182        UDP      42     64873 → 84 Len=0
   2232 173.370188436  172.18.132.158        172.18.133.182        UDP      42     64873 → 101 Len=0
   2238 174.373243415  172.18.132.158        172.18.133.182        UDP      42     64873 → 127 Len=0
   2246 175.376939386  172.18.132.158        172.18.133.182        UDP      42     64873 → 113 Len=0
   2250 176.380584739  172.18.132.158        172.18.133.182        UDP      42     64873 → 28 Len=0
   2259 177.384959706  172.18.132.158        172.18.133.182        UDP      42     64873 → 136 Len=0
   2267 178.390643333  172.18.132.158        172.18.133.182        UDP      42     64897 → 8 Len=0
   2273 179.394782965  172.18.132.158        172.18.133.182        UDP      42     64874 → 136 Len=0
   2291 180.396690016  172.18.132.158        172.18.133.182        UDP      42     64873 → 118 Len=0
   2300 181.401811880  172.18.132.158        172.18.133.182        UDP      42     64873 → 29 Len=0
   2309 182.405659491  172.18.132.158        172.18.133.182        UDP      42     64873 → 132 Len=0
   2331 183.409395457  172.18.132.158        172.18.133.182        UDP      42     64873 → 18 Len=0
   2345 184.412701351  172.18.132.158        172.18.133.182        UDP      42     64873 → 147 Len=0
   2357 185.416260471  172.18.132.158        172.18.133.182        UDP      42     64873 → 57 Len=0
   2369 186.416579525  172.18.132.158        172.18.133.182        UDP      42     64873 → 22 Len=0
   2389 187.420500084  172.18.132.158        172.18.133.182        UDP      42     64873 → 82 Len=0
   2402 188.424705247  172.18.132.158        172.18.133.182        UDP      42     64873 → 126 Len=0
   2407 189.428339702  172.18.132.158        172.18.133.182        UDP      42     64873 → 94 Len=0
   2417 190.428724485  172.18.132.158        172.18.133.182        UDP      42     64873 → 43 Len=0
   2420 191.432719436  172.18.132.158        172.18.133.182        UDP      42     64873 → 60 Len=0
   2424 192.438014196  172.18.132.158        172.18.133.182        UDP      42     64873 → 91 Len=0
